 The system contains         2916  particles.
 Step; Kinetic energy; Potential energy; Total energy; Calculated temperature; Mean momentum squared; Pressure; 
         656 ;   205.35772308540507      ;  -24161.422532743203      ;  -23956.064809657797      ;   5.6109059119130551      ;   2.4008143371560515E-032 ;   6.6701747236692158E-002 ;  0.43890940880869445     
         657 ;   205.54646341632176      ;  -24161.606414704191      ;  -23956.059951287869      ;   5.6160627875476585      ;   1.2690273391891561E-031 ;   6.6762594264427919E-002 ;  0.43839372124523412     
         658 ;   205.73061389816050      ;  -24161.789802514719      ;  -23956.059188616557      ;   5.6210942565944837      ;   2.0152076290143468E-031 ;   6.6822166102113292E-002 ;  0.43789057434055167     
         659 ;   205.91008743927131      ;  -24161.970433291357      ;  -23956.060345852085      ;   5.6259979394836428      ;   3.7762658175176675E-031 ;   6.6878931685782600E-002 ;  0.43740020605163576     
         660 ;   206.08479853718083      ;  -24162.147837463333      ;  -23956.063038926153      ;   5.6307715000656797      ;   9.8966974772222192E-032 ;   6.6935478664263290E-002 ;  0.43692284999343201     
         661 ;   206.25466333798508      ;  -24162.320267489824      ;  -23956.065604151838      ;   5.6354126472343316      ;   5.6882037091367818E-032 ;   6.6987831547674057E-002 ;  0.43645873527656687     
         662 ;   206.41959947388690      ;  -24162.484056661498      ;  -23956.064457187611      ;   5.6399191304876286      ;   2.9074389272285081E-031 ;   6.7040912359964580E-002 ;  0.43600808695123716     
         663 ;   206.57952607617952      ;  -24162.644116238680      ;  -23956.064590162499      ;   5.6442887402826427      ;   3.7286769868307903E-031 ;   6.7092660587896466E-002 ;  0.43557112597173575     
         664 ;   206.73436313559807      ;  -24162.800750221475      ;  -23956.066387085877      ;   5.6485192905586290      ;   1.0701143092093347E-031 ;   6.7143698351753156E-002 ;  0.43514807094413710     
         665 ;   206.88403225326186      ;  -24162.951959969134      ;  -23956.067927715871      ;   5.6526086392547148      ;   5.7010227675354820E-031 ;   6.7192132352156819E-002 ;  0.43473913607452852     
         666 ;   207.02845790217796      ;  -24163.097926138191      ;  -23956.069468236012      ;   5.6565547227774573      ;   9.6668738000108244E-032 ;   6.7237861012117983E-002 ;  0.43434452772225429     
         667 ;   207.16756607228507      ;  -24163.236142688722      ;  -23956.068576616435      ;   5.6603555189799195      ;   2.4943408240233008E-031 ;   6.7278918759145503E-002 ;  0.43396444810200807     
         668 ;   207.30128310867107      ;  -24163.368968321203      ;  -23956.067685212533      ;   5.6640090154187650      ;   3.8174428073608850E-032 ;   6.7322322742339902E-002 ;  0.43359909845812350     
         669 ;   207.42953747645038      ;  -24163.495690899243      ;  -23956.066153422791      ;   5.6675132575752789      ;   1.7465621972758134E-031 ;   6.7369143149939276E-002 ;  0.43324867424247215     
         670 ;   207.55225962851839      ;  -24163.618545237459      ;  -23956.066285608940      ;   5.6708663452420849      ;   4.2590322569107343E-031 ;   6.7407235339346394E-002 ;  0.43291336547579151     
         671 ;   207.66938114035813      ;  -24163.732982729063      ;  -23956.063601588707      ;   5.6740664088838129      ;   5.9371215683413979E-032 ;   6.7445364970299515E-002 ;  0.43259335911161867     
         672 ;   207.78083550310222      ;  -24163.846361174059      ;  -23956.065525670958      ;   5.6771116313056122      ;   2.1634170527182205E-031 ;   6.7480469704652088E-002 ;  0.43228883686943875     
         673 ;   207.88655884123861      ;  -24163.952984398242      ;  -23956.066425557005      ;   5.6800002672627325      ;   2.7684912715665215E-031 ;   6.7514028363913028E-002 ;  0.43199997327372675     
         674 ;   207.98648856458183      ;  -24164.053173961362      ;  -23956.066685396781      ;   5.6827306066288790      ;   1.6309297861154773E-031 ;   6.7547759219336895E-002 ;  0.43172693933711215     
         675 ;   208.08056306368036      ;  -24164.148532084524      ;  -23956.067969020845      ;   5.6853009660739557      ;   1.4078415799510175E-031 ;   6.7578476310920760E-002 ;  0.43146990339260438     
         676 ;   208.16872332464283      ;  -24164.238104025495      ;  -23956.069380700854      ;   5.6877097331853070      ;   2.5305979743069366E-031 ;   6.7605747811082390E-002 ;  0.43122902668146934     
         677 ;   208.25091239959005      ;  -24164.318760726343      ;  -23956.067848326751      ;   5.6899553519990889      ;   1.3942154274535368E-031 ;   6.7636127512016087E-002 ;  0.43100446480009114     
         678 ;   208.32707458067381      ;  -24164.392494253530      ;  -23956.065419672857      ;   5.6920363004323233      ;   3.2675297054862925E-031 ;   6.7659635382027267E-002 ;  0.43079636995676762     
         679 ;   208.39715633957374      ;  -24164.463987019932      ;  -23956.066830680356      ;   5.6939511159523875      ;   1.4270638930859440E-031 ;   6.7682680903839332E-002 ;  0.43060488840476130     
         680 ;   208.46110615683375      ;  -24164.529219773249      ;  -23956.068113616417      ;   5.6956983909140444      ;   3.0124694771174781E-031 ;   6.7703729308756094E-002 ;  0.43043016090859554     
         681 ;   208.51887418412926      ;  -24164.585582907279      ;  -23956.066708723149      ;   5.6972767633317059      ;   4.4051777124814769E-031 ;   6.7722766100048348E-002 ;  0.43027232366682944     
         682 ;   208.57041239883100      ;  -24164.632260062703      ;  -23956.061847663870      ;   5.6986849211025197      ;   4.8315618262358249E-031 ;   6.7739773589760882E-002 ;  0.43013150788974808     
         683 ;   208.61567472629739      ;  -24164.681876870523      ;  -23956.066202144226      ;   5.6999216053477113      ;   1.4105785668129999E-031 ;   6.7754741246897884E-002 ;  0.43000783946522891     
         684 ;   208.65461749992824      ;  -24164.720950028270      ;  -23956.066332528342      ;   5.7009856229824445      ;   6.1862507778828465E-032 ;   6.7767650812948554E-002 ;  0.42990143770175560     
         685 ;   208.68719880798591      ;  -24164.753533672912      ;  -23956.066334864925      ;   5.7018758288692855      ;   2.9842436396334820E-031 ;   6.7779597940089517E-002 ;  0.42981241711307150     
         686 ;   208.71337846755938      ;  -24164.780099610067      ;  -23956.066721142506      ;   5.7025911251068244      ;   1.5570126476874796E-031 ;   6.7788370634662073E-002 ;  0.42974088748931760     
         687 ;   208.73311872240168      ;  -24164.799970143533      ;  -23956.066851421132      ;   5.7031304800964167      ;   5.5417445304098027E-032 ;   6.7795048956465195E-002 ;  0.42968695199035833     
         688 ;   208.74638321594273      ;  -24164.813236628172      ;  -23956.066853412231      ;   5.7034929004822175      ;   5.5180831997315885E-031 ;   6.7799717572448598E-002 ;  0.42965070995177823     
         689 ;   208.75313769571642      ;  -24164.821017248058      ;  -23956.067879552342      ;   5.7036774503979695      ;   1.1007158565732901E-031 ;   6.7800837052080482E-002 ;  0.42963225496020307     
         690 ;   208.75335128539271      ;  -24164.822896714395      ;  -23956.069545429003      ;   5.7036832862222049      ;   5.2490210115476135E-031 ;   6.7802483053078996E-002 ;  0.42963167137777947     
         691 ;   208.74699434519630      ;  -24164.817821474611      ;  -23956.070827129413      ;   5.7035095981193473      ;   2.7381492888349887E-031 ;   6.7794329727992111E-002 ;  0.42964904018806527     
         692 ;   208.73403857563673      ;  -24164.802179322727      ;  -23956.068140747091      ;   5.7031556128738794      ;   2.7048906714551658E-031 ;   6.7790877768177188E-002 ;  0.42968443871261208     
         693 ;   208.71445813044150      ;  -24164.785800290592      ;  -23956.071342160150      ;   5.7026206242985626      ;   8.0447137319342954E-032 ;   6.7784913318878912E-002 ;  0.42973793757014378     
         694 ;   208.68822912864243      ;  -24164.760084658417      ;  -23956.071855529775      ;   5.7019039799033733      ;   2.4493416954324259E-031 ;   6.7779302493232468E-002 ;  0.42980960200966267     
         695 ;   208.65532974274538      ;  -24164.725650550237      ;  -23956.070320807492      ;   5.7010050833045280      ;   7.0234689043590823E-032 ;   6.7766955358138328E-002 ;  0.42989949166954722     
         696 ;   208.61574013304946      ;  -24164.685166153969      ;  -23956.069426020920      ;   5.6999233924299126      ;   3.0957362260711086E-031 ;   6.7754582363098434E-002 ;  0.43000766075700869     
         697 ;   208.56944269644845      ;  -24164.637461779745      ;  -23956.068019083297      ;   5.6986584263169853      ;   2.3880157533212312E-031 ;   6.7740029634863558E-002 ;  0.43013415736830152     
         698 ;   208.51642254047528      ;  -24164.586490245088      ;  -23956.070067704612      ;   5.6972097780648978      ;   9.0984470690994964E-032 ;   6.7725181970831536E-002 ;  0.43027902219351022     
         699 ;   208.45666676823032      ;  -24164.528655191127      ;  -23956.071988422897      ;   5.6955770952968834      ;   4.3190980226385646E-031 ;   6.7706263937938257E-002 ;  0.43044229047031168     
         700 ;   208.39016444686558      ;  -24164.462409387648      ;  -23956.072244940784      ;   5.6937600792991647      ;   1.8206378484564357E-031 ;   6.7685149469096720E-002 ;  0.43062399207008351     
         701 ;   208.31690638821047      ;  -24164.391967636959      ;  -23956.075061248750      ;   5.6917584790270759      ;   2.0175952273507530E-031 ;   6.7665447862149009E-002 ;  0.43082415209729241     
         702 ;   208.23688551597152      ;  -24164.314507119005      ;  -23956.077621603032      ;   5.6895721011379177      ;   3.3906809048794487E-031 ;   6.7638662159524868E-002 ;  0.43104278988620826     
         703 ;   208.15009731204503      ;  -24164.228743024170      ;  -23956.078645712125      ;   5.6872008221853694      ;   6.1029444007410601E-031 ;   6.7611019264588512E-002 ;  0.43127991778146302     
         704 ;   208.05653952125289      ;  -24164.138257182789      ;  -23956.081717661535      ;   5.6846445805521153      ;   4.9367508888774197E-031 ;   6.7578758303536629E-002 ;  0.43153554194478849     
         705 ;   207.95621150028458      ;  -24164.038441101660      ;  -23956.082229601376      ;   5.6819033586612422      ;   1.2992847817859559E-031 ;   6.7546751505236494E-002 ;  0.43180966413387578     
         706 ;   207.84911455333358      ;  -24163.930703894683      ;  -23956.081589341349      ;   5.6789771921467000      ;   2.6521746136906898E-031 ;   6.7511530857870816E-002 ;  0.43210228078532997     
         707 ;   207.73525326133770      ;  -24163.815946366198      ;  -23956.080693104861      ;   5.6758662061715972      ;   9.3923297124652531E-032 ;   6.7475178369942199E-002 ;  0.43241337938284030     
         708 ;   207.61463381180911      ;  -24163.694174572720      ;  -23956.079540760911      ;   5.6725705697948232      ;   3.1227170779772004E-031 ;   6.7436628717665550E-002 ;  0.43274294302051763     
         709 ;   207.48726381002379      ;  -24163.566035821550      ;  -23956.078772011526      ;   5.6690904908122546      ;   4.5137331897069336E-031 ;   6.7395882414389846E-002 ;  0.43309095091877459     
         710 ;   207.35315378710328      ;  -24163.431541158108      ;  -23956.078387371006      ;   5.6654262569614611      ;   2.1869588383621641E-031 ;   6.7352944150354602E-002 ;  0.43345737430385389     
         711 ;   207.21231605655291      ;  -24163.287758623050      ;  -23956.075442566496      ;   5.6615782046793610      ;   6.5012156173476565E-032 ;   6.7306893283081953E-002 ;  0.43384217953206394     
         712 ;   207.06476522838446      ;  -24163.138798884502      ;  -23956.074033656118      ;   5.6575467331493936      ;   3.3547771059402049E-031 ;   6.7259593119049763E-002 ;  0.43424532668506066     
         713 ;   206.91051844129859      ;  -24162.980967059229      ;  -23956.070448617931      ;   5.6533323106453333      ;   4.3990069431157671E-031 ;   6.7209856068738749E-002 ;  0.43466676893546663     
         714 ;   206.74959397917698      ;  -24162.820553215694      ;  -23956.070959236517      ;   5.6489354367302766      ;   2.3484273584707219E-031 ;   6.7158240935861632E-002 ;  0.43510645632697231     
         715 ;   206.58201261906811      ;  -24162.651306581756      ;  -23956.069293962690      ;   5.6443566790871067      ;   4.9675403399002146E-032 ;   6.7104460538798552E-002 ;  0.43556433209128931     
         716 ;   206.40779778943761      ;  -24162.475298602596      ;  -23956.067500813158      ;   5.6395966778423023      ;   3.3186614613117767E-031 ;   6.7047501726759620E-002 ;  0.43604033221576977     
         717 ;   206.22697518146219      ;  -24162.292554362524      ;  -23956.065579181060      ;   5.6346561349454811      ;   3.1412630700342625E-031 ;   6.6989420066352431E-002 ;  0.43653438650545184     
         718 ;   206.03957271349617      ;  -24162.104766427714      ;  -23956.065193714217      ;   5.6295358131985349      ;   1.1861832909091906E-031 ;   6.6929197032257706E-002 ;  0.43704641868014649     
         719 ;   205.84561990959131      ;  -24161.911835685201      ;  -23956.066215775609      ;   5.6242365192751729      ;   5.0250682504115469E-031 ;   6.6866652075137173E-002 ;  0.43757634807248269     
         720 ;   205.64514846306719      ;  -24161.711746077999      ;  -23956.066597614932      ;   5.6187591191191339      ;   6.7428605482034708E-031 ;   6.6802340571665758E-002 ;  0.43812408808808656     
         721 ;   205.43819196023568      ;  -24161.505171279630      ;  -23956.066979319396      ;   5.6131045303956153      ;   1.3398635511054667E-031 ;   6.6735803510347400E-002 ;  0.43868954696043849     
         722 ;   205.22478627970057      ;  -24161.288179468007      ;  -23956.063393188306      ;   5.6072737334011800      ;   1.2945399667240637E-031 ;   6.6667167053232543E-002 ;  0.43927262665988198     
