 The system contains         2916  particles.
 Step; Kinetic energy; Potential energy; Total energy; Calculated temperature; Mean momentum squared; Pressure; 
         783 ;   182.65083013847536      ;  -24138.721181129127      ;  -23956.070350990653      ;   4.9904946706756439      ;   2.0922887893110720E-031 ;   5.9388856226602456E-002 ;  0.50095053293243563     
         784 ;   182.18453243547251      ;  -24138.254235685661      ;  -23956.069703250188      ;   4.9777542073554395      ;   2.9092357353264869E-031 ;   5.9238574002676368E-002 ;  0.50222457926445607     
         785 ;   181.71751851092671      ;  -24137.788749899690      ;  -23956.071231388763      ;   4.9649941750040387      ;   2.9853522072376273E-031 ;   5.9088043882932650E-002 ;  0.50350058249959617     
         786 ;   181.24991604814781      ;  -24137.321907455895      ;  -23956.071991407745      ;   4.9522180622608136      ;   6.0053362517730934E-031 ;   5.8934500159658884E-002 ;  0.50477819377391864     
         787 ;   180.78185352119846      ;  -24136.853964971895      ;  -23956.072111450696      ;   4.9394293793705533      ;   3.7407438526830531E-031 ;   5.8783643622248867E-002 ;  0.50605706206294465     
         788 ;   180.31345996113069      ;  -24136.385435533633      ;  -23956.071975572504      ;   4.9266316517964448      ;   1.4161629215527244E-031 ;   5.8632618924519445E-002 ;  0.50733683482035552     
         789 ;   179.84486472421813      ;  -24135.915040357908      ;  -23956.070175633689      ;   4.9138284138875710      ;   2.4343169362088920E-031 ;   5.8480565093292511E-002 ;  0.50861715861124290     
         790 ;   179.37619740738845      ;  -24135.448668920635      ;  -23956.072471513246      ;   4.9010232065683095      ;   3.2151997336008001E-031 ;   5.8329477770373984E-002 ;  0.50989767934316910     
         791 ;   178.90758800593164      ;  -24134.979027685666      ;  -23956.071439679734      ;   4.8882195816473297      ;   1.7285712165695908E-031 ;   5.8180055164799162E-002 ;  0.51117804183526705     
         792 ;   178.43916645868413      ;  -24134.510086137132      ;  -23956.070919678448      ;   4.8754210893908425      ;   2.2400278449972457E-031 ;   5.8029051659142634E-002 ;  0.51245789106091577     
         793 ;   177.97106301056891      ;  -24134.045430529291      ;  -23956.074367518722      ;   4.8626312884281377      ;   1.6964168350407936E-031 ;   5.7878914241744614E-002 ;  0.51373687115718625     
         794 ;   177.50340816915886      ;  -24133.575463963058      ;  -23956.072055793898      ;   4.8498537445647827      ;   6.0743533879552292E-031 ;   5.7730417382959205E-002 ;  0.51501462554352173     
         795 ;   177.03633227378640      ;  -24133.110939966886      ;  -23956.074607693099      ;   4.8370920190095790      ;   2.7016172315408107E-031 ;   5.7578071126289855E-002 ;  0.51629079809904210     
         796 ;   176.56996614849282      ;  -24132.647125844309      ;  -23956.077159695815      ;   4.8243496862148323      ;   2.6175247748820370E-031 ;   5.7427741845837335E-002 ;  0.51756503137851673     
         797 ;   176.10444064493674      ;  -24132.180824435767      ;  -23956.076383790831      ;   4.8116303213874243      ;   3.1987317530450445E-031 ;   5.7275442148563692E-002 ;  0.51883696786125755     
         798 ;   175.63988615483169      ;  -24131.717669848622      ;  -23956.077783693789      ;   4.7989374871673434      ;   3.2109442673235518E-031 ;   5.7125212845521946E-002 ;  0.52010625128326571     
         799 ;   175.17643320007625      ;  -24131.254848965946      ;  -23956.078415765871      ;   4.7862747497515743      ;   1.5447302680876657E-031 ;   5.6975805716173451E-002 ;  0.52137252502484255     
         800 ;   174.71421234557209      ;  -24130.788268326422      ;  -23956.074055980851      ;   4.7736456765120527      ;   4.9647464913611545E-031 ;   5.6826779677359281E-002 ;  0.52263543234879473     
         801 ;   174.25335431647864      ;  -24130.330602262962      ;  -23956.077247946483      ;   4.7610538391993762      ;   9.0463770916718218E-032 ;   5.6678178806352550E-002 ;  0.52389461608006238     
         802 ;   173.79398941297319      ;  -24129.869437375732      ;  -23956.075447962758      ;   4.7485027979525265      ;   2.2229545859530059E-031 ;   5.6530045017200298E-002 ;  0.52514972020474737     
         803 ;   173.33624773977408      ;  -24129.409767916128      ;  -23956.073520176353      ;   4.7359961075700392      ;   1.6450365248853918E-032 ;   5.6382418255038189E-002 ;  0.52640038924299604     
         804 ;   172.88025903740376      ;  -24128.950059513521      ;  -23956.069800476118      ;   4.7235373128996718      ;   5.3417606834479812E-031 ;   5.6235315297710517E-002 ;  0.52764626871003284     
         805 ;   172.42615199512832      ;  -24128.495816545110      ;  -23956.069664549981      ;   4.7111299300661322      ;   7.0343808523328304E-032 ;   5.6088829802634278E-002 ;  0.52888700699338675     
         806 ;   171.97405565958994      ;  -24128.046400311458      ;  -23956.072344651868      ;   4.6987774849585691      ;   4.8414001044366180E-031 ;   5.5942977745106127E-002 ;  0.53012225150414305     
         807 ;   171.52409888033949      ;  -24127.596435640760      ;  -23956.072336760422      ;   4.6864834980810866      ;   6.9490217002150945E-031 ;   5.5797165295843061E-002 ;  0.53135165019189134     
         808 ;   171.07640975176287      ;  -24127.149762692847      ;  -23956.073352941083      ;   4.6742514693047204      ;   8.9259778671572073E-032 ;   5.5652721303197268E-002 ;  0.53257485306952801     
         809 ;   170.63111633011007      ;  -24126.702541599494      ;  -23956.071425269383      ;   4.6620848974585343      ;   2.8451441171962593E-031 ;   5.5509035897198751E-002 ;  0.53379151025414662     
         810 ;   170.18834613747529      ;  -24126.260147466444      ;  -23956.071801328970      ;   4.6499872667770719      ;   8.5842416479121374E-031 ;   5.5365196895780150E-002 ;  0.53500127332229286     
         811 ;   169.74822569553433      ;  -24125.819379288841      ;  -23956.071153593308      ;   4.6379620341608465      ;   1.6882108831895136E-030 ;   5.5223193631238933E-002 ;  0.53620379658391537     
         812 ;   169.31088084180868      ;  -24125.382538615064      ;  -23956.071657773256      ;   4.6260126378175039      ;   3.5442745196934959E-031 ;   5.5084158446458142E-002 ;  0.53739873621824963     
         813 ;   168.87643751442420      ;  -24124.949367613292      ;  -23956.072930098868      ;   4.6141425187034582      ;   6.4427544733250881E-031 ;   5.4943983185828160E-002 ;  0.53858574812965421     
         814 ;   168.44502103011430      ;  -24124.515639656369      ;  -23956.070618626254      ;   4.6023551007970749      ;   1.8281081024786056E-031 ;   5.4804768733513899E-002 ;  0.53976448992029247     
         815 ;   168.01675533701734      ;  -24124.088262226920      ;  -23956.071506889904      ;   4.5906537706831454      ;   8.0779371070582456E-031 ;   5.4667798765913746E-002 ;  0.54093462293168548     
         816 ;   167.59176346671993      ;  -24123.663774661956      ;  -23956.072011195236      ;   4.5790418899038912      ;   4.5660552049952724E-031 ;   5.4530360623967183E-002 ;  0.54209581100961091     
         817 ;   167.17016782010930      ;  -24123.239867737790      ;  -23956.069699917680      ;   4.5675228027691910      ;   4.9608201009381033E-031 ;   5.4394413790674820E-002 ;  0.54324771972308095     
         818 ;   166.75209030439328      ;  -24122.822422882968      ;  -23956.070332578573      ;   4.5560998401003205      ;   2.3482919621611885E-031 ;   5.4259588181507605E-002 ;  0.54439001598996795     
         819 ;   166.33765174684845      ;  -24122.410408881180      ;  -23956.072757134330      ;   4.5447763032120294      ;   1.6828871291942144E-031 ;   5.4125922789141433E-002 ;  0.54552236967879708     
         820 ;   165.92697232892377      ;  -24121.999082202856      ;  -23956.072109873930      ;   4.5335554757733831      ;   3.0057830459533865E-031 ;   5.3993824267369692E-002 ;  0.54664445242266169     
         821 ;   165.52017114867303      ;  -24121.595217642007      ;  -23956.075046493334      ;   4.5224406118522795      ;   2.6944769202394530E-031 ;   5.3862669914036362E-002 ;  0.54775593881477203     
         822 ;   165.11736593930115      ;  -24121.190741277296      ;  -23956.073375337994      ;   4.5114349282254009      ;   5.8882815188928543E-031 ;   5.3732790100558710E-002 ;  0.54885650717745993     
         823 ;   164.71867389195296      ;  -24120.793834168107      ;  -23956.075160276156      ;   4.5005416268589444      ;   4.4842615410577793E-031 ;   5.3604224162614927E-002 ;  0.54994583731410551     
         824 ;   164.32421121833619      ;  -24120.402948407609      ;  -23956.078737189273      ;   4.4897638829583411      ;   8.1508875550515694E-031 ;   5.3477009027362105E-002 ;  0.55102361170416592     
         825 ;   163.93409257610421      ;  -24120.010390803574      ;  -23956.076298227472      ;   4.4791048292682270      ;   5.8237073450131000E-032 ;   5.3351182321533144E-002 ;  0.55208951707317733     
         826 ;   163.54843137489331      ;  -24119.622290819632      ;  -23956.073859444739      ;   4.4685675644341707      ;   7.6568741405074437E-031 ;   5.3226781291972267E-002 ;  0.55314324355658295     
         827 ;   163.16734015142984      ;  -24119.240552710933      ;  -23956.073212559502      ;   4.4581551632515763      ;   2.8984194277660883E-031 ;   5.3103841109960935E-002 ;  0.55418448367484241     
         828 ;   162.79093007859734      ;  -24118.861959908510      ;  -23956.071029829913      ;   4.4478706632521234      ;   1.1762697093470520E-030 ;   5.2982398437093452E-002 ;  0.55521293367478763     
         829 ;   162.41931147679375      ;  -24118.490078752478      ;  -23956.070767275683      ;   4.4377170786753730      ;   5.3559630023246755E-031 ;   5.2862487812370192E-002 ;  0.55622829213246272     
         830 ;   162.05259338353162      ;  -24118.128473995930      ;  -23956.075880612399      ;   4.4276973887091264      ;   2.4984740853273464E-031 ;   5.2748146477702908E-002 ;  0.55723026112908736     
         831 ;   161.69088276281431      ;  -24117.764581102932      ;  -23956.073698340118      ;   4.4178145158875362      ;   8.3214076486873356E-033 ;   5.2631429485851804E-002 ;  0.55821854841124641     
         832 ;   161.33428558964570      ;  -24117.409257484207      ;  -23956.074971894563      ;   4.4080713557227194      ;   2.0152038313129819E-031 ;   5.2515844119230173E-002 ;  0.55919286442772809     
         833 ;   160.98290667516520      ;  -24117.057744306861      ;  -23956.074837631695      ;   4.3984707719269966      ;   6.9635050573776666E-031 ;   5.2402459352904301E-002 ;  0.56015292280730034     
         834 ;   160.63684928261239      ;  -24116.713984645154      ;  -23956.077135362542      ;   4.3890155859200481      ;   3.5936658963097616E-031 ;   5.2291861482693644E-002 ;  0.56109844140799514     
         835 ;   160.29621494127213      ;  -24116.374880179323      ;  -23956.078665238052      ;   4.3797085717454136      ;   5.7694552408845854E-031 ;   5.2178316356417870E-002 ;  0.56202914282545868     
         836 ;   159.96110360737092      ;  -24116.042450752619      ;  -23956.081347145249      ;   4.3705524604665920      ;   4.9674708667328536E-031 ;   5.2070233372107456E-002 ;  0.56294475395334076     
         837 ;   159.63161406641714      ;  -24115.712955197225      ;  -23956.081341130808      ;   4.3615499511600282      ;   4.7082611129911046E-031 ;   5.1962915451865037E-002 ;  0.56384500488399714     
         838 ;   159.30784352532325      ;  -24115.390074859315      ;  -23956.082231333992      ;   4.3527036997708297      ;   9.5472198295018075E-031 ;   5.1861450918562819E-002 ;  0.56472963002291698     
         839 ;   158.98988766613033      ;  -24115.069937103272      ;  -23956.080049437140      ;   4.3440163205806588      ;   9.1204777411144492E-031 ;   5.1763142844438184E-002 ;  0.56559836794193408     
         840 ;   158.67784081449190      ;  -24114.754812666950      ;  -23956.076971852457      ;   4.3354903908111524      ;   6.8054587202719280E-031 ;   5.1660514078646406E-002 ;  0.56645096091888480     
         841 ;   158.37179490246612      ;  -24114.449145298036      ;  -23956.077350395572      ;   4.3271284222847086      ;   2.5762392859427538E-031 ;   5.1561291250829137E-002 ;  0.56728715777152916     
         842 ;   158.07184006778792      ;  -24114.149697169109      ;  -23956.077857101322      ;   4.3189328777981597      ;   8.4393618176006317E-031 ;   5.1464701888869556E-002 ;  0.56810671222018405     
         843 ;   157.77806527060042      ;  -24113.856812822483      ;  -23956.078747551885      ;   4.3109061879734734      ;   3.3493854019860268E-031 ;   5.1368850788800109E-002 ;  0.56890938120265266     
         844 ;   157.49055742210689      ;  -24113.570195601671      ;  -23956.079638179563      ;   4.3030507274502634      ;   3.6113441239247711E-031 ;   5.1276715333224650E-002 ;  0.56969492725497362     
         845 ;   157.20940172289934      ;  -24113.290186576301      ;  -23956.080784853402      ;   4.2953688241298043      ;   1.3575481914694657E-030 ;   5.1186181896972917E-002 ;  0.57046311758701962     
         846 ;   156.93468140068023      ;  -24113.016357282970      ;  -23956.081675882291      ;   4.2878627520089090      ;   9.8002618788705253E-031 ;   5.1097712784889129E-002 ;  0.57121372479910915     
         847 ;   156.66647725847216      ;  -24112.748276342460      ;  -23956.081799083986      ;   4.2805347188358445      ;   5.2445387332322551E-031 ;   5.1011332814073836E-002 ;  0.57194652811641555     
         848 ;   156.40486872530946      ;  -24112.482183110093      ;  -23956.077314384784      ;   4.2733868948179525      ;   4.9697179939780792E-031 ;   5.0927069087240297E-002 ;  0.57266131051820479     
         849 ;   156.14993361371816      ;  -24112.230059149446      ;  -23956.080125535729      ;   4.2664214059953727      ;   1.1188459280920044E-031 ;   5.0844945912879677E-002 ;  0.57335785940046269     
         850 ;   155.90174765859319      ;  -24111.982252571815      ;  -23956.080504913221      ;   4.2596403216419718      ;   4.8963493737861716E-031 ;   5.0764987528576645E-002 ;  0.57403596783580280     
         851 ;   155.66038467491668      ;  -24111.740885282328      ;  -23956.080500607412      ;   4.2530456585746164      ;   1.4402916274948454E-031 ;   5.0688207461809798E-002 ;  0.57469543414253832     
         852 ;   155.42591636669209      ;  -24111.503596701699      ;  -23956.077680335005      ;   4.2466393759327579      ;   3.9255712544573337E-031 ;   5.0612305897175129E-002 ;  0.57533606240672419     
         853 ;   155.19841256069043      ;  -24111.275576495955      ;  -23956.077163935264      ;   4.2404233815649857      ;   1.3993494636265058E-030 ;   5.0542172834778555E-002 ;  0.57595766184350139     
         854 ;   154.97794075508736      ;  -24111.057020698048      ;  -23956.079079942960      ;   4.2343995196966207      ;   6.5177247231134542E-031 ;   5.0471158417440015E-002 ;  0.57656004803033789     
         855 ;   154.76456635439854      ;  -24110.842234460386      ;  -23956.077668105987      ;   4.2285695773487602      ;   4.5882395497575778E-032 ;   5.0402420801831972E-002 ;  0.57714304226512403     
         856 ;   154.55835285450053      ;  -24110.638065064275      ;  -23956.079712209776      ;   4.2229352893935284      ;   2.5279442066400818E-031 ;   5.0335981629118384E-002 ;  0.57770647106064721     
         857 ;   154.35936133545886      ;  -24110.440861834515      ;  -23956.081500499055      ;   4.2174983246968205      ;   4.7309253819435659E-032 ;   5.0271860586736647E-002 ;  0.57825016753031799     
         858 ;   154.16765103623021      ;  -24110.247484058680      ;  -23956.079833022450      ;   4.2122603018206650      ;   5.5895034320708503E-031 ;   5.0210074939378679E-002 ;  0.57877396981793350     
         859 ;   153.98327929803000      ;  -24110.061956819231      ;  -23956.078677521200      ;   4.2072227874758701      ;   1.2297507789640410E-031 ;   5.0150547222076368E-002 ;  0.57927772125241295     
         860 ;   153.80630070894264      ;  -24109.884847031695      ;  -23956.078546322751      ;   4.2023872731505607      ;   5.3647890254142957E-031 ;   5.0095606394549727E-002 ;  0.57976127268494393     
         861 ;   153.63676764158245      ;  -24109.713007006467      ;  -23956.076239364884      ;   4.1977551898004721      ;   2.2302230778990542E-031 ;   5.0040980936605521E-002 ;  0.58022448101995283     
         862 ;   153.47473028924108      ;  -24109.552630570899      ;  -23956.077900281656      ;   4.1933279088365865      ;   5.9537536840279700E-031 ;   4.9988761710073305E-002 ;  0.58066720911634140     
         863 ;   153.32023657979983      ;  -24109.397237977209      ;  -23956.077001397411      ;   4.1891067397729964      ;   5.6257074145353759E-031 ;   4.9938533305567377E-002 ;  0.58108932602270036     
         864 ;   153.17333290858988      ;  -24109.250971694371      ;  -23956.077638785780      ;   4.1850929502505503      ;   1.5888658266067283E-031 ;   4.9891183320528915E-002 ;  0.58149070497494493     
         865 ;   153.03406315900114      ;  -24109.114387346166      ;  -23956.080324187165      ;   4.1812877392773400      ;   9.3912630537340501E-032 ;   4.9846284925107009E-002 ;  0.58187122607226605     
         866 ;   152.90246808497642      ;  -24108.984070005550      ;  -23956.081601920574      ;   4.1776922203568416      ;   1.7299385025792240E-031 ;   4.9804128266383273E-002 ;  0.58223077796431588     
         867 ;   152.77858651046319      ;  -24108.861338078696      ;  -23956.082751568232      ;   4.1743074542600525      ;   2.8894133853758962E-031 ;   4.9763555441691427E-002 ;  0.58256925457399478     
         868 ;   152.66245522904896      ;  -24108.744180726295      ;  -23956.081725497246      ;   4.1711344462832631      ;   2.0783069325455279E-031 ;   4.9724367427485719E-002 ;  0.58288655537167366     
         869 ;   152.55410850421936      ;  -24108.637751847746      ;  -23956.083643343525      ;   4.1681741325938200      ;   2.9748426775806965E-031 ;   4.9689444725540086E-002 ;  0.58318258674061796     
         870 ;   152.45357804322282      ;  -24108.535427584306      ;  -23956.081849541082      ;   4.1654273795160295      ;   1.8878155530186836E-031 ;   4.9659159873141651E-002 ;  0.58345726204839710     
         871 ;   152.36089342540694      ;  -24108.439413478380      ;  -23956.078520052972      ;   4.1628949952344296      ;   7.8161333891262992E-032 ;   4.9630373979616511E-002 ;  0.58371050047655704     
         872 ;   152.27608183202551      ;  -24108.355624260403      ;  -23956.079542428379      ;   4.1605777224114124      ;   5.3553931407231178E-031 ;   4.9603067607909945E-002 ;  0.58394222775885873     
         873 ;   152.19916798029453      ;  -24108.277813049590      ;  -23956.078645069294      ;   4.1584762363854599      ;   2.2205027786967108E-031 ;   4.9580568044366592E-002 ;  0.58415237636145401     
         874 ;   152.13017433085344      ;  -24108.207922113248      ;  -23956.077747782394      ;   4.1565911508395290      ;   3.7014425145204995E-031 ;   4.9557450932127864E-002 ;  0.58434088491604708     
         875 ;   152.06912074907032      ;  -24108.146483526762      ;  -23956.077362777691      ;   4.1549230085470290      ;   2.4796166404789944E-032 ;   4.9537722954676282E-002 ;  0.58450769914529710     
         876 ;   152.01602465515427      ;  -24108.094922492164      ;  -23956.078897837011      ;   4.1534722854732768      ;   1.9415421295811404E-031 ;   4.9520667960950220E-002 ;  0.58465277145267236     
         877 ;   151.97090103430500      ;  -24108.048134243476      ;  -23956.077233209169      ;   4.1522393910528193      ;   5.2436984505258946E-031 ;   4.9506172878865801E-002 ;  0.58477606089471812     
         878 ;   151.93376239945354      ;  -24108.010738932197      ;  -23956.076976532742      ;   4.1512246671714008      ;   1.4920558553952061E-030 ;   4.9493125672841053E-002 ;  0.58487753328285996     
         879 ;   151.90461900696170      ;  -24107.980059044057      ;  -23956.075440037097      ;   4.1504283940594435      ;   1.3868617071361318E-030 ;   4.9483772309108637E-002 ;  0.58495716059405567     
         880 ;   151.88347873744897      ;  -24107.959302571660      ;  -23956.075823834210      ;   4.1498507870359225      ;   1.2715926039024620E-031 ;   4.9475698097509520E-002 ;  0.58501492129640775     
         881 ;   151.87034694847350      ;  -24107.944634620711      ;  -23956.074287672240      ;   4.1494919924832292      ;   3.1937672821095542E-031 ;   4.9472894106663043E-002 ;  0.58505080075167704     
         882 ;   151.86522671384699      ;  -24107.939258226219      ;  -23956.074031512373      ;   4.1493520943858764      ;   2.1131526588610033E-031 ;   4.9471978188451941E-002 ;  0.58506479056141236     
         883 ;   151.86811833267808      ;  -24107.940614018717      ;  -23956.072495686039      ;   4.1494311009162894      ;   7.5146675617219687E-031 ;   4.9472955475312511E-002 ;  0.58505688990837101     
         884 ;   151.87901996361228      ;  -24107.950492014315      ;  -23956.071472050702      ;   4.1497289617638833      ;   1.1501263290227235E-030 ;   4.9472682961988534E-002 ;  0.58502710382361167     
         885 ;   151.89792692063426      ;  -24107.969655441157      ;  -23956.071728520521      ;   4.1502455488945591      ;   6.5900521081466295E-031 ;   4.9478878903765490E-002 ;  0.58497544511054411     
         886 ;   151.92483187237741      ;  -24107.996433038792      ;  -23956.071601166415      ;   4.1509806619963570      ;   2.4155441346936797E-031 ;   4.9487644076727288E-002 ;  0.58490193380036426     
         887 ;   151.95972530320182      ;  -24108.029407414047      ;  -23956.069682110847      ;   4.1519340410772996      ;   8.2774461181563485E-031 ;   4.9498973527601457E-002 ;  0.58480659589227002     
         888 ;   152.00259488865237      ;  -24108.070101793888      ;  -23956.067506905234      ;   4.1531053494012902      ;   1.9568531405450583E-031 ;   4.9513069436507268E-002 ;  0.58468946505987096     
         889 ;   152.05342665709401      ;  -24108.123238486263      ;  -23956.069811829169      ;   4.1544942052270022      ;   1.6225933362670358E-031 ;   4.9529589629518235E-002 ;  0.58455057947729983     
         890 ;   152.11220428332697      ;  -24108.182017371306      ;  -23956.069813087979      ;   4.1561001625076148      ;   5.6765094308119116E-031 ;   4.9549710766279773E-002 ;  0.58438998374923856     
         891 ;   152.17890854782505      ;  -24108.247059205423      ;  -23956.068150657597      ;   4.1579226961157918      ;   4.4040218903269242E-031 ;   4.9571341934128342E-002 ;  0.58420773038842078     
         892 ;   152.25351751329103      ;  -24108.322565652557      ;  -23956.069048139267      ;   4.1599612066676483      ;   2.9718003885524614E-031 ;   4.9595509973554608E-002 ;  0.58400387933323517     
         893 ;   152.33600686895139      ;  -24108.404928782296      ;  -23956.068921913346      ;   4.1622150299297624      ;   7.1174108267321687E-031 ;   4.9622209310569668E-002 ;  0.58377849700702378     
         894 ;   152.42634985090254      ;  -24108.495913414466      ;  -23956.069563563564      ;   4.1646834346428330      ;   1.7026303878859432E-031 ;   4.9648673557825929E-002 ;  0.58353165653571670     
         895 ;   152.52451728518147      ;  -24108.595746729483      ;  -23956.071229444300      ;   4.1673656236984842      ;   1.2721923104832247E-031 ;   4.9680426946085716E-002 ;  0.58326343763015154     
         896 ;   152.63047779530865      ;  -24108.699149281641      ;  -23956.068671486333      ;   4.1702607398098692      ;   6.9990150099177459E-031 ;   4.9714681315864560E-002 ;  0.58297392601901310     
         897 ;   152.74419713307122      ;  -24108.810182857807      ;  -23956.065985724737      ;   4.1733678472269373      ;   2.6495545299837680E-031 ;   4.9749366331288881E-002 ;  0.58266321527730625     
         898 ;   152.86563875412634      ;  -24108.931242727496      ;  -23956.065603973369      ;   4.1766859474634064      ;   4.2872045963407200E-031 ;   4.9791802169879391E-002 ;  0.58233140525365934     
         899 ;   152.99476432406038      ;  -24109.063570699178      ;  -23956.068806375119      ;   4.1802139931236164      ;   5.8374553541891606E-031 ;   4.9833541587987411E-002 ;  0.58197860068763840     
         900 ;   153.13153270814462      ;  -24109.201237604870      ;  -23956.069704896727      ;   4.1839508603000306      ;   4.9181249799742423E-031 ;   4.9874076117639866E-002 ;  0.58160491396999692     
         901 ;   153.27590036118005      ;  -24109.346887936797      ;  -23956.070987575618      ;   4.1878953592248100      ;   3.3546298211742250E-031 ;   4.9920717444513360E-002 ;  0.58121046407751897     
         902 ;   153.42782169282552      ;  -24109.499580356038      ;  -23956.071758663213      ;   4.1920462442515243      ;   3.2641381930499314E-031 ;   4.9969784344267666E-002 ;  0.58079537557484762     
         903 ;   153.58724824879249      ;  -24109.657474016723      ;  -23956.070225767930      ;   4.1964021914832674      ;   6.1661619283669068E-031 ;   5.0021524918112341E-002 ;  0.58035978085167328     
         904 ;   153.75412950837037      ;  -24109.820774594154      ;  -23956.066645085783      ;   4.2009618205631218      ;   1.0353319879949090E-031 ;   5.0075414564050263E-002 ;  0.57990381794368784     
         905 ;   153.92841326667300      ;  -24109.994549776980      ;  -23956.066136510308      ;   4.2057237051181238      ;   5.2104522169548706E-031 ;   5.0131679394618607E-002 ;  0.57942762948818760     
         906 ;   154.11004448845350      ;  -24110.178360445290      ;  -23956.068315956836      ;   4.2106863414425062      ;   9.5501661440118523E-031 ;   5.0196474702682556E-002 ;  0.57893136585574934     
         907 ;   154.29896513450748      ;  -24110.366388796512      ;  -23956.067423662003      ;   4.2158481437545916      ;   6.6355214912369573E-031 ;   5.0257438436691143E-002 ;  0.57841518562454086     
         908 ;   154.49511550009024      ;  -24110.561774950289      ;  -23956.066659450200      ;   4.2212074807658153      ;   1.3829557382587792E-031 ;   5.0315124311627976E-002 ;  0.57787925192341849     
         909 ;   154.69843395556831      ;  -24110.765993377478      ;  -23956.067559421910      ;   4.2267626685946578      ;   1.3943085536957038E-031 ;   5.0380013729018631E-002 ;  0.57732373314053420     
         910 ;   154.90885639691967      ;  -24110.977827655992      ;  -23956.068971259072      ;   4.2325119557528845      ;   1.6357360248690117E-031 ;   5.0447928417911223E-002 ;  0.57674880442471155     
         911 ;   155.12631646185952      ;  -24111.194395891755      ;  -23956.068079429893      ;   4.2384535290506591      ;   3.0098242955580572E-031 ;   5.0518482386916065E-002 ;  0.57615464709493414     
         912 ;   155.35074576118726      ;  -24111.421261321302      ;  -23956.070515560114      ;   4.2445855199175462      ;   3.6594808865517911E-031 ;   5.0591266071094945E-002 ;  0.57554144800824536     
         913 ;   155.58207390861901      ;  -24111.654641775764      ;  -23956.072567867144      ;   4.2509060052176144      ;   5.2661661471533565E-031 ;   5.0665904511486108E-002 ;  0.57490939947823860     
         914 ;   155.82022806556003      ;  -24111.892928336147      ;  -23956.072700270586      ;   4.2574129948114328      ;   9.6831477759469357E-032 ;   5.0740212588328837E-002 ;  0.57425870051885675     
         915 ;   156.06513306888351      ;  -24112.137966129550      ;  -23956.072833060665      ;   4.2641044350473241      ;   2.0242659723570322E-031 ;   5.0812051668155445E-002 ;  0.57358955649526755     
         916 ;   156.31671192181366      ;  -24112.388653830996      ;  -23956.071941909184      ;   4.2709782221735635      ;   2.2713186648391009E-031 ;   5.0893260256236687E-002 ;  0.57290217778264363     
         917 ;   156.57488592027127      ;  -24112.647600799770      ;  -23956.072714879498      ;   4.2780322057904616      ;   3.2217056501119679E-031 ;   5.0976584982061882E-002 ;  0.57219677942095382     
         918 ;   156.83957404609276      ;  -24112.913446016784      ;  -23956.073871970693      ;   4.2852641722715434      ;   2.6061874222751226E-031 ;   5.1061999451239543E-002 ;  0.57147358277284566     
         919 ;   157.11069340176840      ;  -24113.184314598708      ;  -23956.073621196938      ;   4.2926718566417188      ;   3.4677676378901333E-031 ;   5.1150346757515702E-002 ;  0.57073281433582812     
         920 ;   157.38815911262725      ;  -24113.463833583704      ;  -23956.075674471078      ;   4.3002529399047216      ;   6.2286502973306807E-031 ;   5.1239869832451594E-002 ;  0.56997470600952782     
         921 ;   157.67188365471728      ;  -24113.746539745422      ;  -23956.074656090703      ;   4.3080050306790509      ;   1.2677073242416760E-030 ;   5.1331399355957104E-002 ;  0.56919949693209493     
         922 ;   157.96177842786145      ;  -24114.035800216792      ;  -23956.074021788932      ;   4.3159257081779483      ;   2.3243219609207285E-030 ;   5.1426563048660952E-002 ;  0.56840742918220521     
         923 ;   158.25775316409209      ;  -24114.333316562712      ;  -23956.075563398619      ;   4.3240125060462846      ;   4.8486409148613086E-032 ;   5.1522492491865024E-002 ;  0.56759874939537158     
         924 ;   158.55971483470466      ;  -24114.632980111168      ;  -23956.073265276464      ;   4.3322628824984362      ;   1.0573490130525655E-030 ;   5.1619441541214728E-002 ;  0.56677371175015634     
         925 ;   158.86756906488040      ;  -24114.940712261952      ;  -23956.073143197071      ;   4.3406742589694440      ;   2.3166612377273287E-031 ;   5.1717191799185408E-002 ;  0.56593257410305564     
         926 ;   159.18121961708206      ;  -24115.254624751240      ;  -23956.073405134157      ;   4.3492440060000499      ;   5.6460928149926849E-031 ;   5.1818355329116036E-002 ;  0.56507559939999497     
         927 ;   159.50056850270266      ;  -24115.575643795564      ;  -23956.075075292862      ;   4.3579694462872229      ;   3.2905457571673646E-031 ;   5.1921836352400351E-002 ;  0.56420305537127768     
         928 ;   159.82551638075540      ;  -24115.898933847569      ;  -23956.073417466814      ;   4.3668478655774070      ;   1.4568214921361346E-030 ;   5.2025124877892466E-002 ;  0.56331521344225932     
         929 ;   160.15596155393879      ;  -24116.230153371835      ;  -23956.074191817897      ;   4.3758764852364145      ;   9.1117205307223880E-031 ;   5.2132254663138443E-002 ;  0.56241235147635860     
         930 ;   160.49180083913086      ;  -24116.564847180241      ;  -23956.073046341109      ;   4.3850524860335849      ;   5.1131597312731856E-031 ;   5.2240626867083043E-002 ;  0.56149475139664151     
         931 ;   160.83292965690879      ;  -24116.906622471248      ;  -23956.073692814338      ;   4.3943730105876968      ;   2.3915585133423879E-031 ;   5.2350645700349446E-002 ;  0.56056269894123034     
